t	p_1	q_i	p_i	v	x	p_j	q_j	p_2	q_1	p_0	q_0	
0.2799975000036244	0.07291534887917805	0.001000000051077793	0.04858249094104394	0.001000013223806351	0.0002805064842744518	0.04857896274188533	0.00100011548275269	0.02428731767577119	0.00100011521136285	0	0.001
0.289997400003912	0.07299342243641149	0.0009999999174482785	0.0486614499532152	0.0009998050342972197	0.0002905055942105042	0.04864433860348072	0.0009997758555638212	0.02431888920546044	0.0009997758709153603	0	0.001
0.2999973000041996	0.07305803544295486	0.0009999999913943114	0.04872591816820204	0.00100004680418527	0.0003005048491223996	0.04869451239937916	0.001000128737550422	0.02434864068345632	0.001000128893525947	0	0.001
0.3099972000044871	0.07295978236652445	0.001000000008621511	0.04862711792520713	0.001000035592251602	0.0003105057377613282	0.04864213353721425	0.001000127054968714	0.02431641881412361	0.0010001272272183	0	0.001
0.3199971000047747	0.07294996042037383	0.001000000013469596	0.04861756748869084	0.0009999744450739513	0.0003205057333671064	0.04863383242627606	0.0009999185302941409	0.024311946312082	0.0009999187312502004	0	0.001
0.3299970000050622	0.07302338309818879	0.0009999999839166993	0.04869126880657859	0.0009999748953146601	0.0003305048958217445	0.04867161691072397	0.0009998752648734377	0.02433636988280341	0.0009998750892944396	0	0.001
0.3399969000053498	0.07302413914294448	0.001000000025606945	0.04869173995393794	0.00100007206533578	0.0003405047911258581	0.04866635738289915	0.00100006266752995	0.02433283199206926	0.001000062762792365	0	0.001
0.3499968000056373	0.07298998892656527	0.001000000000885281	0.04865749688178767	0.0009999908169672279	0.0003505050337385039	0.0486373764288146	0.00100004367848642	0.02431679106666707	0.001000043408339813	0	0.001
0.3599967000059249	0.07297112995001953	0.0009999999871020246	0.04863886428938713	0.0009999628558126045	0.0003605051202356365	0.0486489666509442	0.0009999709664837726	0.02432452082575765	0.0009999707965335646	0	0.001
0.3699966000062124	0.07300750934518874	0.0009999999911224629	0.04867523153370712	0.0009999984279170043	0.0003705046563286982	0.04867181897861883	0.0009999292776485401	0.02433499136532191	0.0009999290393700757	0	0.001
0.3799965000065	0.0730201238184236	0.001000000025604427	0.04868770037137438	0.001000047151741255	0.0003805044315932203	0.0486660795431817	0.001000010349703061	0.02433420064335223	0.001000010268059387	0	0.001
0.3899964000067875	0.073002986740903	0.00100000000986572	0.048670614924049	0.001000005255375513	0.0003905045026576971	0.04864733578870073	0.001000030264242179	0.02432746118574869	0.001000030159877544	0	0.001
0.3999963000070751	0.07299028364650439	0.0009999999711079353	0.04865799463004805	0.0009999533428221026	0.0004005045289087649	0.04865766150760464	0.0009999809846136388	0.02432807366130874	0.0009999811008149586	0	0.001
0.4099962000073626	0.07301021792227402	0.0009999999901081319	0.0486778670019703	0.000999991836782051	0.0004105042299983785	0.0486781409708783	0.0009999784761268234	0.02433882790501229	0.0009999783314685749	0	0.001
0.4199961000076502	0.07300753818708472	0.0010000000280902	0.04867515701334924	0.001000043154331619	0.0004205041570789138	0.04866885262890719	0.001000013959211158	0.02433509558613878	0.001000013949770448	0	0.001
0.4299960000079378	0.07300291929277591	0.001000000012357731	0.04867058327363338	0.001000015124276892	0.0004305041028327682	0.04865086619975045	0.001000000626643995	0.02432622548076324	0.00100000063416346	0	0.001
0.4399959000082253	0.07300827311701141	0.0009999999755549054	0.04867594747338444	0.0009999641108589992	0.0004405039491313224	0.04865832727227826	0.0009999840066445089	0.02432968375796918	0.0009999839989731048	0	0.001
0.4499958000085129	0.0730103780515492	0.0009999999886569377	0.04867801579530351	0.0009999849560816507	0.00045050382847792	0.04867210936208721	0.001000019226962549	0.02433641524112318	0.001000019229977178	0	0.001
0.4599957000088004	0.07299888915440533	0.001000000010413747	0.0486665365024237	0.001000013602825024	0.0004605038433553646	0.0486689950193977	0.001000011404234325	0.02433443082554732	0.001000011355909019	0	0.001
0.469995600009088	0.07300330007274169	0.001000000011807002	0.04867096457746811	0.001000016769671629	0.0004705036989572584	0.04866121207305696	0.0009999803013353589	0.02433046033547726	0.0009999802565425746	0	0.001
0.4799955000093755	0.07301373763766605	0.0009999999989090116	0.04868139330937993	0.001000000242235369	0.0004805034945828479	0.04865999688627198	0.0009999892846860113	0.02432993476395495	0.0009999893108152771	0	0.001
0.4899954000096631	0.07300988222414162	0.000999999992663893	0.04867751628626138	0.0009999897603994248	0.0004905034333525701	0.04866191255860031	0.001000018279914779	0.0243309543147916	0.00100001826440709	0	0.001
0.4999953000099506	0.07300089536875021	0.000999999992033895	0.04866855230648071	0.0009999855056276468	0.0005005034230236683	0.04866599050001241	0.001000007191897061	0.02433312803623267	0.001000007207007831	0	0.001
0.5099952000083887	0.07300392500474118	0.00100000000249981	0.04867158840352204	0.001000004193462951	0.0005105032926638084	0.04866941983345896	0.0009999888755135818	0.02433460044267122	0.0009999888757860173	0	0.001
0.5199951000068259	0.07300919119734317	0.00100000001108452	0.04867684100463521	0.001000018733350586	0.0005205031400948389	0.04866488224070054	0.0009999937061472585	0.02433238680532668	0.0009999936859866965	0	0.001
0.5299950000052631	0.07300887560995761	0.001000000003469857	0.04867652032407932	0.001000004627260393	0.0005305030433440142	0.04865882871672511	0.001000002643211546	0.0243294582614908	0.001000002651487881	0	0.001
0.5399949000037003	0.07300697310711257	0.0009999999892563289	0.04867463609843981	0.0009999827819957964	0.0005405029621946088	0.04866176836367231	0.001000002346296572	0.02433094767911825	0.001000002349668406	0	0.001
0.5499948000021375	0.0730057853506878	0.0009999999924267592	0.04867343910154887	0.0009999898781747217	0.0005505028742442363	0.04866867231612559	0.001000004697174624	0.02433435217244551	0.001000004694130737	0	0.001
0.5599947000005747	0.07300450424372684	0.001000000006552886	0.04867214699333999	0.001000009687300209	0.0005605027871690831	0.04866825527278706	0.0009999998957035243	0.02433414095139597	0.0009999998986789588	0	0.001
0.5699945999990119	0.07300667540403083	0.001000000009026843	0.04867433068284299	0.001000012653649445	0.0005705026653192063	0.04866274808591697	0.0009999927976970207	0.02433139161439613	0.0009999927954817101	0	0.001
0.5799944999974491	0.07300976521219127	0.0009999999974572354	0.04867742213536985	0.0009999985855381048	0.0005805025342938024	0.04866080654028337	0.0009999969592794334	0.02433037427545059	0.0009999969579145159	0	0.001
0.5899943999958863	0.07300816687347833	0.0009999999932143264	0.04867580690188333	0.0009999892958184593	0.0005905024504291276	0.0486637046415126	0.001000007275592723	0.02433183112589177	0.001000007280236127	0	0.001
0.5999942999943235	0.07300442751147784	0.0009999999969514982	0.04867208360519726	0.0009999938127760765	0.0006005023876720603	0.0486670787940966	0.001000004846736477	0.02433354656386655	0.001000004853083395	0	0.001
0.6099941999927607	0.07300501038844232	0.001000000003942576	0.04867265970096923	0.0010000061283647	0.000610502281937687	0.04866708778718021	0.0009999952382775035	0.02433355389803182	0.0009999952367141295	0	0.001
0.6199940999911979	0.07300815553753637	0.001000000006649015	0.0486758054321399	0.001000009826703413	0.0006205021504859599	0.04866373259574175	0.0009999946707807826	0.0243318771244958	0.00099999466665442	0	0.001
0.6299939999896351	0.07300887806923129	0.00099999999929953	0.04867652316170279	0.0009999999361414891	0.0006305020433082561	0.04866152285831049	0.001000001033546725	0.02433075930457562	0.001000001032229472	0	0.001
0.6399938999880723	0.07300703546206933	0.0009999999941682279	0.04867468717566226	0.0009999902548311799	0.0006405019616946143	0.04866368886723649	0.001000004094623381	0.02433185421978123	0.001000004099037362	0	0.001
0.6499937999865095	0.07300552811648231	0.0009999999968217956	0.04867318057222292	0.0009999951342874165	0.0006505018767804946	0.04866709242924117	0.001000002178294396	0.02433354959066492	0.001000002179194809	0	0.001
0.6599936999849467	0.07300582453899551	0.00100000000332082	0.04867347986146342	0.001000006338947392	0.0006605017737544001	0.04866666973975953	0.0009999977604963569	0.02433333266526461	0.0009999977585248301	0	0.001
0.6699935999833839	0.07300753171148244	0.001000000004471208	0.04867517652746756	0.001000007559112932	0.0006705016568406397	0.04866343968024012	0.000999996237509702	0.02433172128803562	0.0009999962344450111	0	0.001
0.6799934999818211	0.07300852000480518	0.0009999999997505841	0.04867616813862696	0.0009999984360489884	0.0006805015469083474	0.04866224636498373	0.000999999700079122	0.02433112697326578	0.0009999997001507361	0	0.001
0.6899933999802583	0.07300730909628328	0.0009999999946584148	0.04867496479710098	0.0009999926312634563	0.000690501458890854	0.04866434527502861	0.001000003858834073	0.02433216963254381	0.001000003862603663	0	0.001
0.6999932999786955	0.073005627389648	0.0009999999975902059	0.04867328100954182	0.0009999971135452564	0.00070050137578412	0.04866654540819582	0.001000002220651194	0.0243332694954006	0.001000002222031194	0	0.001
0.7099931999771327	0.07300601637689397	0.001000000003128218	0.04867366205144208	0.001000004918280063	0.0007105012718186094	0.04866600497916806	0.0009999973440218044	0.0243330004013842	0.0009999973420464648	0	0.001
0.7199930999755699	0.07300775199837517	0.001000000004125898	0.04867540315899532	0.001000005499024426	0.0007205011544083992	0.04866373052936979	0.0009999968650877347	0.02433186514826957	0.0009999968629630927	0	0.001
0.7299929999740071	0.07300821776152588	0.0009999999991136415	0.04867586723412387	0.0009999987000917799	0.0007305010498388639	0.04866284970194101	0.001000000671938748	0.0243314198742155	0.001000000672554031	0	0.001
0.7399928999724443	0.07300700238556601	0.0009999999964769239	0.04867465267307125	0.0009999941000963998	0.0007405009619038859	0.04866445508378092	0.001000002938732014	0.02433223024127074	0.001000002941772269	0	0.001
0.7499927999708815	0.07300597619905602	0.0009999999991898423	0.04867363204539288	0.0009999979106065486	0.000750500872140068	0.04866624005080666	0.001000001148469406	0.02433312646462582	0.001000001149221242	0	0.001
0.7599926999693187	0.07300640328321606	0.001000000001671219	0.04867405477853026	0.001000004250859838	0.0007605007678713048	0.04866571347520221	0.0009999980628307499	0.02433286151790526	0.0009999980604701877	0	0.001
0.7699925999677559	0.0730075776373269	0.001000000001115232	0.04867522440326866	0.001000004207384565	0.0007705006561632287	0.04866379908344243	0.0009999978254283193	0.02433189694420435	0.0009999978225004454	0	0.001
0.7799924999661931	0.07300792730529793	0.0009999999994421257	0.04867556718818378	0.0009999984752068528	0.0007805005528972987	0.04866326284536626	0.001000000460632763	0.02433162633678876	0.001000000461751098	0	0.001
0.7899923999646303	0.0730070134595735	0.0009999999973940184	0.04867466843279544	0.0009999953831542898	0.0007905004617798991	0.04866466371458955	0.001000002324765222	0.02433233204646967	0.00100000232603699	0	0.001
0.7999922999630675	0.07300618769659195	0.0009999999973811214	0.04867384195677005	0.0009999987835994293	0.0008005003700117663	0.04866593990300316	0.001000000906081764	0.02433296878007241	0.001000000905533685	0	0.001
0.8099921999615047	0.07300655342987739	0.001000000001498667	0.0486742031207541	0.001000003472907803	0.0008105002664267837	0.04866539144131821	0.0009999983485738694	0.02433269089669921	0.0009999983458705865	0	0.001
0.8199920999599419	0.07300752364972141	0.00100000000269219	0.04867517015372869	0.00100000302999335	0.0008205001566058762	0.04866393558040727	0.0009999982351132917	0.02433197289064992	0.0009999982333863931	0	0.001
0.8299919999583791	0.07300774504255969	0.0009999999982900775	0.04867539838596713	0.0009999985935371864	0.0008305000543388014	0.04866362706525251	0.001000000501827835	0.02433180384105071	0.001000000502346107	0	0.001
0.8399918999568163	0.07300696433230769	0.0009999999973831599	0.04867461824323982	0.0009999964485744206	0.0008404999620532634	0.04866473859874532	0.00100000189953862	0.02433236845536157	0.001000001899503403	0	0.001
0.8499917999552535	0.07300636720901821	0.0009999999998221046	0.0486740048363572	0.0009999992307792244	0.0008504998681186979	0.04866567709541414	0.001000000539789661	0.02433284014114179	0.001000000537708051	0	0.001
0.8599916999536907	0.07300670955737587	0.001000000001668147	0.04867437061329838	0.001000002828546698	0.0008604997644479457	0.04866519184724893	0.0009999986210266995	0.02433259438839741	0.0009999986173071225	0	0.001
0.8699915999521279	0.07300747599219903	0.001000000000489948	0.04867510312760714	0.001000002255592458	0.0008704996570365594	0.04866405767097604	0.0009999987304888469	0.02433204049884807	0.0009999987272408381	0	0.001
0.8799914999505651	0.07300756500626449	0.00100000000097351	0.04867521853884682	0.0009999987091526203	0.0008804995559809708	0.04866388424125034	0.001000000537310745	0.02433195253252052	0.0010000005395327	0	0.001
0.8899913999490023	0.0730069441779051	0.0009999999999924384	0.04867459558590781	0.0009999972296313912	0.0008904994621527555	0.04866478539770469	0.001000001452185192	0.02433237955847289	0.001000001454267147	0	0.001
0.8999912999474395	0.07300645846407861	0.0009999999977083815	0.04867414968612138	0.0009999995809374653	0.0009004993666746987	0.04866547489655204	0.00100000031079412	0.02433272906637285	0.001000000311899191	0	0.001
0.9099911999458767	0.07300684803340118	0.0009999999967361057	0.04867448388540652	0.001000002258608607	0.000910499263091332	0.04866503388620913	0.0009999988078669296	0.02433251845650375	0.0009999988073388225	0	0.001
0.9199910999443139	0.07300744517124258	0.001000000005149889	0.04867505839501973	0.001000001668281758	0.0009204991574065016	0.04866417759330943	0.0009999991079816962	0.02433208526053932	0.0009999991089302313	0	0.001
0.9299909999427511	0.07300738531921525	0.001000000002028743	0.04867507943708915	0.0009999988424644667	0.0009304990572247812	0.04866407893132418	0.001000000490959793	0.02433203191321809	0.001000000491557051	0	0.001
0.9399908999411883	0.07300692074932158	0.0009999999944110504	0.04867458682565484	0.0009999978543355887	0.0009404989620429956	0.04866481634962838	0.001000001104006553	0.02433240789105184	0.001000001104358289	0	0.001
0.9499907999396255	0.0730066689720843	0.0009999999996647177	0.04867428989382461	0.0009999998237207892	0.0009504988651005675	0.04866532403684687	0.001000000192302484	0.02433266589650884	0.001000000192729455	0	0.001
0.9599906999380627	0.07300689711701125	0.00100000000374243	0.0486745560192503	0.001000001880371639	0.0009604987624308345	0.04866491649590898	0.0009999991286306241	0.02433245985594112	0.0009999991278055397	0	0.001
0.9699905999364999	0.07300730398856103	0.0009999999997564511	0.0486749780975515	0.001000001180834306	0.0009704986583184739	0.04866425070213154	0.0009999993211827871	0.02433212063624524	0.0009999993206034309	0	0.001
0.9799904999349371	0.07300735860189889	0.0009999999967555235	0.04867500120599288	0.0009999990454663352	0.0009804985580615336	0.04866422909253743	0.001000000376621314	0.02433211363677401	0.001000000377077869	0	0.001
0.9899903999333743	0.07300696446327493	0.001000000001015905	0.04867459215165582	0.0009999983508201635	0.0009904984620599689	0.04866481626231689	0.001000000860620711	0.02433240711980034	0.001000000861194796	0	0.001
0.9999902999318115	0.07300670981931034	0.001000000000553706	0.04867438354995102	0.001000000032773431	0.001000498364316025	0.04866519212373532	0.001000000088017421	0.02433259433018975	0.001000000087698047	0	0.001
1.009990199930249	0.07300695816229563	0.0009999999989108489	0.04867460351670161	0.001000001480765908	0.001010498262103773	0.04866484386730008	0.0009999992769027775	0.02433241921244189	0.0009999992759693894	0	0.001
1.019990099928686	0.0730072932492476	0.001000000001787275	0.04867492770426907	0.00100000085016514	0.001020498158867946	0.04866433625284117	0.0009999994903027167	0.02433216602366883	0.0009999994901453552	0	0.001
1.029989999927123	0.07300726039102301	0.001000000000515629	0.04867493105120957	0.0009999991430838567	0.001030498058852357	0.0486643614131026	0.001000000366520992	0.02433218270016368	0.001000000366355294	0	0.001
1.03998989992556	0.07300691449199803	0.0009999999966781102	0.04867459095839877	0.0009999987561542002	0.001040497962084779	0.04866481447243132	0.001000000684375474	0.02433240378741175	0.001000000684882155	0	0.001
1.049989799923998	0.07300680555636063	0.0009999999987747284	0.04867443315743003	0.0009999999983418932	0.001050497863732216	0.04866506990219932	0.001000000059008419	0.02433253641356714	0.001000000058279264	0	0.001
1.059989699922435	0.07300699755433016	0.001000000002520212	0.04867464919516351	0.001000001138159232	0.001060497761889981	0.0486648350051837	0.0009999994115030791	0.02433241756807547	0.0009999994098099157	0	0.001
1.069989599920872	0.073007208207855	0.00100000000057199	0.04867487128649373	0.00100000068358375	0.001070497659557289	0.04866440921614412	0.0009999996633131625	0.02433221254614182	0.0009999996628278511	0	0.001
1.079989499919309	0.07300719522754662	0.0009999999983829329	0.04867484366695862	0.0009999992276920543	0.001080497559943003	0.0486644502816489	0.001000000340730212	0.02433223552361596	0.001000000340925106	0	0.001
1.089989399917746	0.07300695151207037	0.0009999999995383834	0.0486745939560933	0.0009999990814040464	0.001090497462463375	0.04866483928344678	0.001000000463286418	0.0243324177863542	0.001000000465273197	0	0.001
1.099989299916184	0.07300684342044406	0.001000000001007239	0.04867450277379248	0.001000000203201249	0.001100497363245107	0.048664992194972	0.0009999999491425279	0.02433249543537386	0.0009999999503236261	0	0.001
1.109989199914621	0.07300701114581898	0.001000000000674835	0.04867466269934084	0.001000000932485305	0.001110497261716058	0.0486647471843753	0.0009999995525446798	0.0243323681934271	0.0009999995513834666	0	0.001
1.119989099913058	0.07300718402257189	0.001000000000859916	0.04867484333226457	0.001000000468078516	0.001120497159989777	0.04866446455707774	0.0009999997176583365	0.0243322378519224	0.0009999997169519818	0	0.001
1.129988999911495	0.07300718410988338	0.0009999999988929563	0.04867483962152619	0.000999999524124461	0.001130497060025557	0.04866448049142491	0.001000000198458925	0.0243322422466008	0.001000000198786033	0	0.001
1.139988899909932	0.07300699244660791	0.0009999999996009351	0.0486746508104261	0.0009999992061541542	0.001140496961775615	0.04866475475137122	0.001000000413697711	0.02433237903460395	0.001000000413932872	0	0.001
1.14998879990837	0.07300686443340965	0.0009999999996893117	0.0486745215166593	0.000999999983714776	0.001150496863093445	0.04866491301800124	0.001000000026354018	0.02433245579595678	0.00100000002629841	0	0.001
1.159988699906807	0.07300701677741017	0.00100000000069575	0.0486746635142481	0.001000000729568341	0.001160496761708508	0.04866475166636519	0.0009999996338325636	0.0243323769827839	0.000999999633665884	0	0.001
1.169988599905244	0.07300716264580842	0.0009999999997488442	0.04867481155088171	0.001000000231046948	0.00117049665996894	0.04866448519169353	0.0009999998190068184	0.02433224389096722	0.0009999998189454532	0	0.001
1.179988499903681	0.07300708563707303	0.0009999999994625851	0.04867474669299554	0.000999999416261747	0.001180496560548166	0.04866458642936777	0.001000000273481904	0.02433229247981217	0.001000000274326336	0	0.001
1.189988399902118	0.07300696667516604	0.0009999999996310504	0.04867462522815913	0.0009999995542627736	0.001190496462000781	0.04866483918158337	0.001000000268073556	0.02433242478582542	0.001000000268141076	0	0.001
1.199988299900556	0.07300693810975645	0.001000000000937375	0.04867458622902632	0.001000000248599197	0.001200496362271299	0.04866486688842997	0.0009999999155360763	0.02433242986444384	0.0009999999150780128	0	0.001
1.209988199898993	0.0730070424178848	0.00100000000128601	0.04867469174496364	0.00100000055465318	0.001210496261264021	0.04866469393891748	0.0009999997010758173	0.02433234738418832	0.0009999997002037124	0	0.001
1.21998809989743	0.07300713750009891	0.00100000000021358	0.04867479785752948	0.00100000020342884	0.001220496160271257	0.04866454617877025	0.0009999998565704297	0.02433227308210917	0.0009999998568840367	0	0.001
1.229987999895867	0.0730071248835884	0.000999999999148939	0.04867477754305582	0.0009999996597887769	0.001230496060435241	0.04866458557080477	0.001000000158534834	0.02433229490998201	0.001000000158095156	0	0.001
1.239987899894304	0.07300700322957709	0.0009999999997120325	0.04867465450661257	0.0009999995499208679	0.001240495961618439	0.04866475269955117	0.001000000232154763	0.02433237397053745	0.001000000232499334	0	0.001
1.249987799892742	0.07300692381977569	0.001000000000580751	0.04867457869113423	0.001000000137563034	0.001250495862288429	0.04866481489443686	0.0009999999309803181	0.0243324102339102	0.0009999999308407739	0	0.001
1.259987699891179	0.07300707294780295	0.001000000000315593	0.04867472058685962	0.001000000443447191	0.001260495760924775	0.0486646787612699	0.0009999997662337504	0.02433233711053617	0.0009999997659745727	0	0.001
1.269987599889616	0.0730071462894557	0.0009999999997363531	0.04867480037501082	0.0009999999928485142	0.001270495660185921	0.04866458245669492	0.0009999999960491552	0.02433229335292708	0.0009999999964280491	0	0.001
1.279987499888053	0.07300705957459286	0.001000000000309743	0.04867471593024675	0.0009999995965078779	0.001280495561004983	0.04866466861858498	0.001000000199148891	0.02433233540796209	0.001000000199821819	0	0.001
1.28998739988649	0.07300694679724984	0.0009999999992107561	0.04867460085370112	0.0009999997700515962	0.001290495461896322	0.0486647829238791	0.001000000112793204	0.02433239061792847	0.00100000011299692	0	0.001
1.299987299884928	0.07300696258607786	0.001000000000759015	0.0486746145907091	0.001000000194634719	0.001300495361787915	0.04866479284828529	0.0009999999066517458	0.02433239719539415	0.0009999999061483483	0	0.001
1.309987199883365	0.07300704819499515	0.001000000000620625	0.04867470417229924	0.001000000372401029	0.001310495261101768	0.04866469463740941	0.0009999998389718034	0.02433234739874024	0.000999999839229278	0	0.001
1.319987099881802	0.0730071131256409	0.0009999999996322317	0.04867476613435429	0.001000000163444021	0.001320495160614872	0.04866459727054462	0.0009999999142676684	0.02433229707821738	0.0009999999143673287	0	0.001
1.329986999880239	0.07300709889386781	0.0009999999994695545	0.04867476085200906	0.0009999998585106895	0.001330495060636243	0.04866460118500981	0.001000000045598099	0.02433230211318005	0.001000000045710437	0	0.001
1.339986899878676	0.0730070652498398	0.001000000000054294	0.04867471306351945	0.000999999686370415	0.00134049496106087	0.04866467746614944	0.001000000148671288	0.02433233884221409	0.00100000014844238	0	0.001
1.349986799877114	0.07300698748440482	0.0009999999993731824	0.04867463873233646	0.0009999997820402291	0.001350494861556306	0.04866475584276486	0.001000000128328196	0.02433237945660949	0.001000000128303374	0	0.001
1.359986699875551	0.07300699842744507	0.001000000000211977	0.04867464673588984	0.001000000012577349	0.001360494761703419	0.0486647787183756	0.001000000005076009	0.02433239258243702	0.001000000005347672	0	0.001
1.369986599873988	0.07300701402709819	0.000999999999622568	0.04867465878487565	0.001000000218539376	0.001370494661458028	0.04866475235030521	0.0009999998884508445	0.02433237916557118	0.0009999998883768509	0	0.001
1.379986499872425	0.07300706247042399	0.001000000000635212	0.04867472294426989	0.001000000211602046	0.001380494560949475	0.04866465319355484	0.0009999998546091214	0.02433232993644197	0.0009999998547258614	0	0.001
1.389986399870862	0.07300701875647064	0.0009999999993060363	0.04867468032171018	0.0009999999106046526	0.00139049446076163	0.04866460170887876	0.001000000010115619	0.02433229728194419	0.001000000009791981	0	0.001
1.3999862998693	0.07300705717352685	0.0009999999984573618	0.0486747078539338	0.0009999997417599145	0.001400494360692005	0.04866470965498593	0.001000000075896877	0.02433235725038685	0.001000000075932358	0	0.001
1.409986199867737	0.07300708373077214	0.00100000000083815	0.04867473695776425	0.001000000103226767	0.001410494261229535	0.04866478472831659	0.001000000124914611	0.02433239066158421	0.001000000124663258	0	0.001
